ckc_id	claim_level_firewall	cynk_meyer_id	cynk_meyer_table_present	entity_level	equation_type	euler	explicit_nodal_conifold_link_present	h11	h12	hodge_table_present	hodgecy_universe_id	identity_resolution_status	local_inventory	operator_fibration_arithmetic_link_present	parameter_names	relationship_graph_hits_repo_local	source_assembly_present	source_extraction_status
60	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED	60	YES	PARAMETERIZED_FAMILY	parameterized_family	88	NO	45	1	YES	ckc:60	presentation_level_only_geometry_identity_unresolved	p3=17;p4_0=5;p4_1=3;p5_0=0;p5_1=1;p5_2=0;l3=1	YES	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
61	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED	61	YES	PARAMETERIZED_FAMILY	parameterized_family	92	NO	46	0	YES	ckc:61	presentation_level_only_geometry_identity_unresolved	p3=13;p4_0=6;p4_1=3;p5_0=0;p5_1=1;p5_2=0;l3=1	YES	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
62	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED	62	YES	PARAMETERIZED_FAMILY	parameterized_family	72	NO	41	5	YES	ckc:62	presentation_level_only_geometry_identity_unresolved	p3=36;p4_0=0;p4_1=0;p5_0=2;p5_1=0;p5_2=0;l3=0	NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
63	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED	63	YES	PARAMETERIZED_FAMILY	parameterized_family	76	NO	42	4	YES	ckc:63	presentation_level_only_geometry_identity_unresolved	p3=32;p4_0=1;p4_1=0;p5_0=2;p5_1=0;p5_2=0;l3=0	NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
64	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED	64	YES	PARAMETERIZED_FAMILY	parameterized_family	80	NO	43	3	YES	ckc:64	presentation_level_only_geometry_identity_unresolved	p3=28;p4_0=2;p4_1=0;p5_0=2;p5_1=0;p5_2=0;l3=0	NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
65	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED	65	YES	PARAMETERIZED_FAMILY	parameterized_family	84	NO	44	2	YES	ckc:65	presentation_level_only_geometry_identity_unresolved	p3=24;p4_0=3;p4_1=0;p5_0=2;p5_1=0;p5_2=0;l3=0	NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
66	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED	66	YES	PARAMETERIZED_FAMILY	parameterized_family	56	NO	35	7	YES	ckc:66	presentation_level_only_geometry_identity_unresolved	p3=46;p4_0=0;p4_1=0;p5_0=1;p5_1=0;p5_2=0;l3=0	NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
67	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED	67	YES	PARAMETERIZED_FAMILY	parameterized_family	60	NO	36	6	YES	ckc:67	presentation_level_only_geometry_identity_unresolved	p3=42;p4_0=1;p4_1=0;p5_0=1;p5_1=0;p5_2=0;l3=0	NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
68	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED	68	YES	PARAMETERIZED_FAMILY	parameterized_family	64	NO	37	5	YES	ckc:68	presentation_level_only_geometry_identity_unresolved	p3=38;p4_0=2;p4_1=0;p5_0=1;p5_1=0;p5_2=0;l3=0	NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
69	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED	69	YES	PRESENTATION	fixed_rational	68	NO	38	4	YES	ckc:69	presentation_level_only_geometry_identity_unresolved	p3=34;p4_0=3;p4_1=0;p5_0=1;p5_1=0;p5_2=0;l3=0	NO	[]	PRODUCTION_ROOT_NOT_AVAILABLE	YES	eight_plane_equation_or_family_available
70	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED	70	YES	PARAMETERIZED_FAMILY	parameterized_family	72	NO	39	3	YES	ckc:70	presentation_level_only_geometry_identity_unresolved	p3=30;p4_0=4;p4_1=0;p5_0=1;p5_1=0;p5_2=0;l3=0	NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
71	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED	71	YES	PARAMETERIZED_FAMILY	parameterized_family	76	NO	40	2	YES	ckc:71	presentation_level_only_geometry_identity_unresolved	p3=26;p4_0=5;p4_1=0;p5_0=1;p5_1=0;p5_2=0;l3=0	NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
72	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED	72	YES	PARAMETERIZED_FAMILY	parameterized_family	40	NO	29	9	YES	ckc:72	presentation_level_only_geometry_identity_unresolved	p3=56;p4_0=0;p4_1=0;p5_0=0;p5_1=0;p5_2=0;l3=0	NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
73	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED	73	YES	PARAMETERIZED_FAMILY	parameterized_family	44	NO	30	8	YES	ckc:73	presentation_level_only_geometry_identity_unresolved	p3=52;p4_0=1;p4_1=0;p5_0=0;p5_1=0;p5_2=0;l3=0	NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
74	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED	74	YES	PARAMETERIZED_FAMILY	parameterized_family	48	NO	31	7	YES	ckc:74	presentation_level_only_geometry_identity_unresolved	p3=48;p4_0=2;p4_1=0;p5_0=0;p5_1=0;p5_2=0;l3=0	NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
75	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED	75	YES	PARAMETERIZED_FAMILY	parameterized_family	52	NO	32	6	YES	ckc:75	presentation_level_only_geometry_identity_unresolved	p3=44;p4_0=3;p4_1=0;p5_0=0;p5_1=0;p5_2=0;l3=0	NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
76	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED	76	YES	PARAMETERIZED_FAMILY	parameterized_family	56	NO	33	5	YES	ckc:76	presentation_level_only_geometry_identity_unresolved	p3=40;p4_0=4;p4_1=0;p5_0=0;p5_1=0;p5_2=0;l3=0	NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
77	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED	77	YES	PARAMETERIZED_FAMILY	parameterized_family	60	NO	34	4	YES	ckc:77	presentation_level_only_geometry_identity_unresolved	p3=36;p4_0=5;p4_1=0;p5_0=0;p5_1=0;p5_2=0;l3=0	NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
78	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED	78	YES	PARAMETERIZED_FAMILY	parameterized_family	64	NO	35	3	YES	ckc:78	presentation_level_only_geometry_identity_unresolved	p3=32;p4_0=6;p4_1=0;p5_0=0;p5_1=0;p5_2=0;l3=0	NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
79	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED	79	YES	PARAMETERIZED_FAMILY	parameterized_family	64	NO	36	4	YES	ckc:79	presentation_level_only_geometry_identity_unresolved	p3=32;p4_0=6;p4_1=0;p5_0=0;p5_1=0;p5_2=0;l3=0	NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
80	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED	80	YES	PARAMETERIZED_FAMILY	parameterized_family	68	NO	37	3	YES	ckc:80	presentation_level_only_geometry_identity_unresolved	p3=28;p4_0=7;p4_1=0;p5_0=0;p5_1=0;p5_2=0;l3=0	NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
81	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED	81	YES	PARAMETERIZED_FAMILY	parameterized_family	72	NO	38	2	YES	ckc:81	presentation_level_only_geometry_identity_unresolved	p3=24;p4_0=8;p4_1=0;p5_0=0;p5_1=0;p5_2=0;l3=0	NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
82	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED	82	YES	PARAMETERIZED_FAMILY	parameterized_family	76	NO	39	1	YES	ckc:82	presentation_level_only_geometry_identity_unresolved	p3=20;p4_0=9;p4_1=0;p5_0=0;p5_1=0;p5_2=0;l3=0	YES	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
83	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED	83	YES	PARAMETERIZED_FAMILY	parameterized_family	80	NO	41	1	YES	ckc:83	presentation_level_only_geometry_identity_unresolved	p3=16;p4_0=10;p4_1=0;p5_0=0;p5_1=0;p5_2=0;l3=0	NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
84	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED	84	YES	PARAMETERIZED_FAMILY	parameterized_family	80	YES	40	0	YES	ckc:84	presentation_level_only_geometry_identity_unresolved	p3=16;p4_0=10;p4_1=0;p5_0=0;p5_1=0;p5_2=0;l3=0	YES	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	YES	eight_plane_equation_or_family_available
85	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED	85	YES	PARAMETERIZED_FAMILY	parameterized_family	88	NO	44	0	YES	ckc:85	presentation_level_only_geometry_identity_unresolved	p3=8;p4_0=12;p4_1=0;p5_0=0;p5_1=0;p5_2=0;l3=0	YES	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
86	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:86	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
87	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:87	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
88	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:88	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
89	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:89	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
90	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:90	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
91	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:91	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
92	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:92	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
93	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PRESENTATION	fixed_rational		NO			NO	ckc:93	presentation_level_only_geometry_identity_unresolved		NO	[]	PRODUCTION_ROOT_NOT_AVAILABLE	YES	eight_plane_equation_or_family_available
94	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:94	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
95	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:95	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
96	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:96	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
97	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:97	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
98	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:98	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
99	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:99	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
100	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:100	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
101	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:101	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
102	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:102	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
103	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:103	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
104	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:104	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
105	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:105	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
106	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:106	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
107	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:107	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
108	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:108	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
109	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:109	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
110	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:110	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
111	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:111	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
112	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:112	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
113	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:113	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
114	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:114	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
115	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:115	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
116	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:116	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
117	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:117	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
118	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:118	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
119	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:119	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
120	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:120	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
121	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:121	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
122	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:122	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
123	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:123	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
124	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:124	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
125	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:125	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
126	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:126	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
127	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:127	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A20"",""A22"",""A23""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
128	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:128	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
129	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:129	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
